date,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,wind_direction_10m_dominant,city
2023-01-26,-0.72691673,1.4000002,8.669949,356.01657,reutlingen
2023-01-27,-1.4102502,0.0,12.181624,31.01644,reutlingen
2023-01-28,0.023083359,0.5,15.072783,38.551434,reutlingen
2023-01-29,-0.76233333,0.1,12.88981,236.60472,reutlingen
2023-01-30,1.1064166,0.6,26.795223,237.70049,reutlingen
2023-01-31,2.491833,0.0,23.132626,239.71584,reutlingen
2023-02-01,3.9876664,2.8,29.644857,241.50642,reutlingen
2023-02-02,4.179333,2.1000001,26.882141,245.15367,reutlingen
2023-02-03,5.4043326,1.8,29.414444,247.15152,reutlingen
2023-02-04,4.460583,5.1999993,19.05281,313.38193,reutlingen
2023-02-05,2.0105832,5.4999995,13.089354,248.38965,reutlingen
2023-02-06,0.2605833,1.2000002,15.778516,41.323044,reutlingen
2023-02-07,-2.179,0.0,13.202726,58.659702,reutlingen
2023-02-08,-2.7310836,0.0,11.620809,63.06655,reutlingen
2023-02-09,-1.4790001,0.0,10.137692,218.57814,reutlingen
2023-02-10,-0.17691655,0.0,8.4963045,217.93146,reutlingen
2023-02-11,2.060583,0.0,10.383987,222.06062,reutlingen
2023-02-12,4.0501666,0.0,12.397806,81.80065,reutlingen
2023-02-13,2.5855834,0.0,10.144082,183.87117,reutlingen
2023-02-14,2.2459996,0.0,10.685391,186.29381,reutlingen
2023-02-15,3.3814163,0.0,10.464797,199.44998,reutlingen
2023-02-16,6.3439164,0.0,16.179985,222.58043,reutlingen
2023-02-17,9.8168335,0.0,29.07989,232.69437,reutlingen
2023-02-18,10.5251665,0.3,32.90999,242.20915,reutlingen
2023-02-19,8.373084,1.2,27.51116,251.87973,reutlingen
2023-02-20,8.089749,0.0,15.459054,225.8288,reutlingen
2023-02-21,8.112665,0.0,11.298495,208.51112,reutlingen
2023-02-22,6.798083,1.4000001,11.384198,224.13855,reutlingen
2023-02-23,8.387666,2.8000002,11.019764,229.45335,reutlingen
2023-02-24,7.1043324,4.2,16.343367,250.78088,reutlingen
2023-02-25,2.8251674,4.2,16.87398,314.21677,reutlingen
2023-02-26,-1.9269167,0.6,25.862436,43.925934,reutlingen
2023-02-27,-0.9789999,0.0,26.339111,56.07685,reutlingen
2023-02-28,-0.30816677,0.4,17.339897,58.212788,reutlingen
2023-03-01,1.0918335,0.0,18.388212,54.958885,reutlingen
2023-03-02,1.8335003,0.0,10.829959,21.991137,reutlingen
2023-03-03,2.6835,0.0,10.30883,12.211522,reutlingen
2023-03-04,0.7751665,0.0,10.739833,347.685,reutlingen
2023-03-05,1.796,0.9000001,8.217153,233.0411,reutlingen
2023-03-06,1.7272501,0.5,16.87398,238.3404,reutlingen
2023-03-07,2.7855833,0.0,25.501621,237.12263,reutlingen
2023-03-08,6.95225,9.6,36.659946,224.13718,reutlingen
2023-03-09,10.048083,4.2,37.490158,234.24484,reutlingen
2023-03-10,7.21475,11.1,33.809345,236.47652,reutlingen
2023-03-11,0.9897501,0.0,17.313717,276.53818,reutlingen
2023-03-12,6.306417,1.7000002,24.590923,233.81647,reutlingen
2023-03-13,13.604332,15.1,27.295977,220.84639,reutlingen
2023-03-14,7.7897515,5.7999997,34.162083,239.96416,reutlingen
2023-03-15,3.0335004,1.6000001,21.611998,265.36972,reutlingen
2023-03-16,5.246,0.0,11.592895,159.9576,reutlingen
2023-03-17,10.891834,0.0,13.246826,219.04852,reutlingen
2023-03-18,11.614751,0.0,13.397612,229.03052,reutlingen
2023-03-19,9.856418,2.3999999,22.26477,225.42854,reutlingen
2023-03-20,8.668916,0.2,13.75558,233.87839,reutlingen
2023-03-21,9.9418335,0.0,10.483357,231.94754,reutlingen
2023-03-22,11.685585,0.0,17.727943,228.22871,reutlingen
2023-03-23,13.493918,0.5,19.809813,216.67543,reutlingen
2023-03-24,12.464749,3.5999997,28.58545,224.94078,reutlingen
2023-03-25,8.402249,1.6000001,32.696644,237.83371,reutlingen
2023-03-26,7.812666,2.3,28.58545,233.11897,reutlingen
2023-03-27,3.412667,4.6999993,20.88,306.29037,reutlingen
2023-03-28,4.121,0.7,14.471821,216.68132,reutlingen
2023-03-29,11.498082,0.5,23.113008,220.3252,reutlingen
2023-03-30,12.85225,3.6999998,33.1845,225.7585,reutlingen
2023-03-31,10.477252,6.6,36.30471,229.55147,reutlingen
2023-04-01,8.021001,5.2999997,31.104082,234.96611,reutlingen
2023-04-02,7.327249,5.4,17.429354,322.77637,reutlingen
2023-04-03,3.2376664,0.0,17.873556,50.767925,reutlingen
2023-04-04,1.4189166,0.0,16.595179,63.00426,reutlingen
2023-04-05,2.5980833,0.0,7.42159,110.037346,reutlingen
2023-04-06,5.241833,1.7,11.753876,218.56197,reutlingen
2023-04-07,6.646,4.4,13.783817,251.87134,reutlingen
2023-04-08,7.0668335,0.5,12.0694,7.1049585,reutlingen
2023-04-09,7.0522504,0.0,12.594856,123.723145,reutlingen
2023-04-10,10.479333,0.1,20.316889,185.30191,reutlingen
2023-04-11,9.631417,8.2,25.199997,250.46518,reutlingen
2023-04-12,9.5460005,6.499999,27.381308,216.70842,reutlingen
2023-04-13,6.1251664,4.7,17.477621,229.05363,reutlingen
2023-04-14,6.1272492,1.2,13.708391,223.64076,reutlingen
2023-04-15,7.1314163,5.1,17.313717,319.27402,reutlingen
2023-04-16,7.2335,12.4,15.277749,327.3625,reutlingen
2023-04-17,8.2751665,2.5,16.434305,34.202995,reutlingen
2023-04-18,8.9939165,0.1,21.398056,61.874397,reutlingen
2023-04-19,8.016832,2.8999996,16.179987,44.27983,reutlingen
2023-04-20,4.9709992,4.8,14.658676,84.628,reutlingen
2023-04-21,10.023084,0.4,12.245294,151.84387,reutlingen
2023-04-22,14.300166,2.5999997,16.071491,227.78307,reutlingen
2023-04-23,13.127248,3.6000001,19.376562,220.50275,reutlingen
2023-04-24,9.585584,1.6000001,27.887802,247.04422,reutlingen
2023-04-25,6.4814167,5.9999995,12.496719,256.3367,reutlingen
2023-04-26,7.316834,0.2,8.404285,239.53445,reutlingen
2023-04-27,10.598084,0.0,12.413476,204.26678,reutlingen
2023-04-28,13.570999,5.799999,22.065973,227.54921,reutlingen
2023-04-29,12.962666,0.0,15.273505,307.67816,reutlingen
2023-04-30,11.8897505,0.0,17.709658,64.708,reutlingen
2023-05-01,11.064751,9.9,10.44,247.85722,reutlingen
2023-05-02,10.704333,4.2,11.503113,338.02914,reutlingen
2023-05-03,11.3168335,0.1,14.186923,60.120106,reutlingen
2023-05-04,14.891835,0.0,12.849528,125.42701,reutlingen
2023-05-05,15.916832,6.5999994,11.159999,232.83058,reutlingen
2023-05-06,14.887666,0.0,8.707237,128.15727,reutlingen
2023-05-07,15.233499,13.2,13.479583,229.53787,reutlingen
2023-05-08,14.562665,14.0,8.350138,129.9204,reutlingen
2023-05-09,15.375164,11.6,12.24,218.127,reutlingen
2023-05-10,12.677249,0.5,17.072504,248.48466,reutlingen
2023-05-11,10.748084,1.7000002,8.78872,332.176,reutlingen
2023-05-12,11.281417,0.4,13.608762,51.09584,reutlingen
2023-05-13,11.071,0.8000001,14.113652,51.08117,reutlingen
2023-05-14,11.679333,6.7,15.175612,9.246045,reutlingen
2023-05-15,12.473086,10.5,12.0694,282.2839,reutlingen
2023-05-16,9.8835,4.9,23.42491,359.6308,reutlingen
2023-05-17,8.704333,0.5,16.485485,38.231728,reutlingen
2023-05-18,10.398084,0.0,21.194187,67.39669,reutlingen
2023-05-19,11.652251,0.0,16.434305,53.828476,reutlingen
2023-05-20,15.202249,1.7,16.595179,49.356194,reutlingen
2023-05-21,17.541834,0.0,8.714677,17.076502,reutlingen
2023-05-22,18.33975,0.2,12.015589,262.61404,reutlingen
2023-05-23,15.4730835,4.4999995,16.595179,345.2618,reutlingen
2023-05-24,11.335583,0.1,13.905509,31.584328,reutlingen
2023-05-25,13.5980835,0.1,18.043148,40.540688,reutlingen
2023-05-26,15.4835005,0.0,16.055353,35.112106,reutlingen
2023-05-27,15.735583,0.0,16.039202,49.419605,reutlingen
2023-05-28,16.883497,0.0,14.336861,60.75128,reutlingen
2023-05-29,16.837664,0.0,18.947083,46.371098,reutlingen
2023-05-30,16.431417,0.0,16.80857,41.206863,reutlingen
2023-05-31,17.291832,0.0,19.813087,62.436195,reutlingen
2023-06-01,18.537668,0.0,12.496719,23.256893,reutlingen
2023-06-02,16.671,0.0,16.055353,27.542194,reutlingen
2023-06-03,17.000166,0.0,14.77755,36.95977,reutlingen
2023-06-04,17.931417,0.0,12.768586,40.948887,reutlingen
2023-06-05,17.97725,0.1,17.84816,44.399128,reutlingen
2023-06-06,17.854334,0.0,13.783817,51.090813,reutlingen
2023-06-07,17.670998,0.0,7.42159,37.80088,reutlingen
2023-06-08,18.506414,0.2,15.542662,27.64581,reutlingen
2023-06-09,19.689749,0.5,14.973577,68.486595,reutlingen
2023-06-10,20.637665,0.1,16.09969,61.397377,reutlingen
2023-06-11,20.845999,0.0,18.39878,73.4615,reutlingen
2023-06-12,20.552248,0.0,17.727943,70.84754,reutlingen
2023-06-13,18.681414,0.0,19.174856,64.23294,reutlingen
2023-06-14,18.125166,0.0,13.324863,38.42901,reutlingen
2023-06-15,18.3585,0.0,11.620809,42.97524,reutlingen
2023-06-16,19.412664,0.0,11.966953,316.6365,reutlingen
2023-06-17,20.431414,0.0,10.703569,263.91537,reutlingen
2023-06-18,22.956415,0.0,11.246759,219.67422,reutlingen
2023-06-19,23.08558,1.6,19.107151,221.36891,reutlingen
2023-06-20,24.218918,16.900002,14.917212,203.74947,reutlingen
2023-06-21,22.2335,1.0,10.1376915,226.90912,reutlingen
2023-06-22,22.468916,9.8,19.969458,215.22841,reutlingen
2023-06-23,19.293917,8.400001,20.532627,281.95297,reutlingen
2023-06-24,19.23975,0.0,12.738099,80.7997,reutlingen
2023-06-25,21.35225,0.0,9.511088,93.6186,reutlingen
2023-06-26,22.200165,0.2,19.602652,258.25952,reutlingen
2023-06-27,18.775167,0.0,13.324863,289.64365,reutlingen
2023-06-28,18.966833,0.0,7.754637,306.29266,reutlingen
2023-06-29,20.860582,0.1,13.441071,341.2001,reutlingen
2023-06-30,18.862665,19.6,13.138765,254.22917,reutlingen
2023-07-01,18.47725,0.1,22.668568,244.71085,reutlingen
2023-07-02,18.671,1.1,21.915693,258.34167,reutlingen
2023-07-03,18.346,0.1,21.749481,245.57745,reutlingen
2023-07-04,19.470999,0.3,13.627795,237.73903,reutlingen
2023-07-05,18.098085,10.6,25.338476,241.75204,reutlingen
2023-07-06,18.079332,0.0,8.942214,230.5274,reutlingen
2023-07-07,21.125166,0.0,10.296251,128.15727,reutlingen
2023-07-08,23.393915,0.0,11.91812,180.20988,reutlingen
2023-07-09,25.239752,0.0,9.585739,150.99162,reutlingen
2023-07-10,24.852247,1.1,17.313717,251.16528,reutlingen
2023-07-11,25.535583,2.8,21.67487,229.36166,reutlingen
2023-07-12,22.812666,3.6,21.96,238.43109,reutlingen
2023-07-13,20.26475,0.0,12.371645,267.3736,reutlingen
2023-07-14,21.518915,0.0,10.829958,153.95117,reutlingen
2023-07-15,26.231417,5.7000003,21.26744,197.16197,reutlingen
2023-07-16,20.8585,3.1,12.768586,245.83723,reutlingen
2023-07-17,21.018915,0.0,20.06334,257.04468,reutlingen
2023-07-18,21.312666,1.2,13.854155,221.75581,reutlingen
2023-07-19,21.952248,1.7000002,21.647945,257.8428,reutlingen
2023-07-20,20.156414,0.0,12.964998,276.09995,reutlingen
2023-07-21,18.593916,2.8999999,20.898613,257.602,reutlingen
2023-07-22,19.268915,0.0,18.511143,238.84076,reutlingen
2023-07-23,21.981415,0.0,24.066206,231.53477,reutlingen
2023-07-24,19.608501,4.4,23.540806,231.08282,reutlingen
2023-07-25,16.546,9.6,24.798225,257.66547,reutlingen
2023-07-26,14.312667,3.2000003,19.881649,248.29315,reutlingen
2023-07-27,17.450167,0.9,22.782625,219.37221,reutlingen
2023-07-28,18.698082,9.999999,18.388212,233.20412,reutlingen
2023-07-29,20.1835,6.7,23.358425,227.08258,reutlingen
2023-07-30,18.525167,1.6000001,23.177402,251.6622,reutlingen
2023-07-31,18.810583,0.3,18.58451,232.44765,reutlingen
2023-08-01,17.943916,6.8999996,31.160282,241.44586,reutlingen
2023-08-02,19.573082,6.7999997,33.973778,228.61621,reutlingen
2023-08-03,17.8585,0.1,31.255795,239.48735,reutlingen
2023-08-04,15.9626665,17.3,11.27553,273.05862,reutlingen
2023-08-05,17.02725,1.2,10.009036,258.57492,reutlingen
2023-08-06,14.020999,5.3000007,32.55363,248.56639,reutlingen
2023-08-07,13.412667,1.9000002,26.042212,256.09583,reutlingen
2023-08-08,16.1335,0.3,20.431387,238.17447,reutlingen
2023-08-09,17.287664,3.0,20.275385,246.06232,reutlingen
2023-08-10,18.583498,0.0,10.685391,86.42382,reutlingen
2023-08-11,21.081415,0.0,7.8954163,195.00497,reutlingen
2023-08-12,22.393915,0.8,14.512064,237.99463,reutlingen
2023-08-13,21.181414,3.1,12.57426,200.86938,reutlingen
2023-08-14,23.137665,0.3,16.58346,143.85788,reutlingen
2023-08-15,23.496,0.6,11.367109,236.97609,reutlingen
2023-08-16,21.948082,1.5000001,13.5515,25.016897,reutlingen
2023-08-17,21.443918,2.6,9.504273,199.1791,reutlingen
2023-08-18,23.654335,0.0,9.793058,133.04004,reutlingen
2023-08-19,25.325167,0.0,9.6932955,275.19434,reutlingen
2023-08-20,25.229332,0.0,7.5942082,352.80084,reutlingen
2023-08-21,25.295998,0.1,7.628263,65.13633,reutlingen
2023-08-22,25.52308,0.0,10.446206,316.27286,reutlingen
2023-08-23,24.562668,0.0,9.028754,347.6995,reutlingen
2023-08-24,24.298082,16.1,14.05845,156.73224,reutlingen
2023-08-25,24.568918,0.8,25.212852,214.27698,reutlingen
2023-08-26,18.837666,5.2999997,14.934577,238.56168,reutlingen
2023-08-27,16.589748,12.299999,9.227524,236.4639,reutlingen
2023-08-28,13.437665,8.499999,14.764389,4.8589873,reutlingen
2023-08-29,13.025166,13.599999,9.085988,259.05438,reutlingen
2023-08-30,15.1397505,1.0,14.76439,236.08636,reutlingen
2023-08-31,15.302249,1.0,17.902534,239.33955,reutlingen
2023-09-01,18.143913,2.3,21.194187,232.92682,reutlingen
2023-09-02,19.77725,0.0,7.928177,320.19415,reutlingen
2023-09-03,18.81475,0.0,8.404285,88.078064,reutlingen
2023-09-04,19.704334,0.0,13.202726,83.34201,reutlingen
2023-09-05,19.8835,0.0,11.720751,45.337666,reutlingen
2023-09-06,18.387667,0.0,11.246759,78.1238,reutlingen
2023-09-07,18.871,0.0,11.165805,59.98178,reutlingen
2023-09-08,20.156416,0.0,7.9036193,108.10378,reutlingen
2023-09-09,22.233498,0.0,10.787993,163.6104,reutlingen
2023-09-10,22.27725,0.0,7.289444,213.02383,reutlingen
2023-09-11,21.900164,0.0,7.5685663,154.93257,reutlingen
2023-09-12,21.958498,0.3,10.97262,205.01683,reutlingen
2023-09-13,19.531416,1.1,11.212135,251.67998,reutlingen
2023-09-14,17.05225,0.5,9.686609,43.03638,reutlingen
2023-09-15,18.152248,0.0,9.1641035,125.377106,reutlingen
2023-09-16,19.241835,0.0,7.729527,336.80136,reutlingen
2023-09-17,21.666832,0.0,10.00256,172.02199,reutlingen
2023-09-18,19.385582,3.0,19.66536,213.7329,reutlingen
2023-09-19,17.568914,0.2,19.296133,240.59483,reutlingen
2023-09-20,18.1085,0.0,10.44,198.47694,reutlingen
2023-09-21,19.452248,6.6000004,16.520823,228.34412,reutlingen
2023-09-22,14.335582,4.4999995,16.311613,204.18329,reutlingen
2023-09-23,12.814751,0.0,14.578888,241.41536,reutlingen
2023-09-24,12.387668,0.0,11.384199,88.90673,reutlingen
2023-09-25,13.437667,0.0,9.531505,37.844498,reutlingen
2023-09-26,15.168916,0.0,8.587338,160.82076,reutlingen
2023-09-27,16.162664,0.0,8.473393,176.29541,reutlingen
2023-09-28,18.1585,0.0,10.315115,219.18983,reutlingen
2023-09-29,18.656416,0.0,21.829777,241.3896,reutlingen
2023-09-30,15.793915,0.0,9.290511,259.99197,reutlingen
2023-10-01,15.3585005,0.0,5.3517847,180.74402,reutlingen
2023-10-02,17.493916,0.0,9.227524,208.68607,reutlingen
2023-10-03,19.083498,2.1,27.66384,242.64197,reutlingen
2023-10-04,13.0980835,0.0,9.021574,222.68883,reutlingen
2023-10-05,11.708501,0.0,7.729527,201.52907,reutlingen
2023-10-06,12.058499,0.0,9.290511,217.25974,reutlingen
2023-10-07,15.306416,0.0,14.973577,224.10736,reutlingen
2023-10-08,17.943916,0.0,14.77755,220.14929,reutlingen
2023-10-09,18.595999,0.0,15.315873,221.48206,reutlingen
2023-10-10,17.068914,0.0,11.592895,221.89972,reutlingen
2023-10-11,17.818916,0.0,17.072504,226.21631,reutlingen
2023-10-12,19.625166,0.0,21.129885,230.13158,reutlingen
2023-10-13,21.118917,0.0,21.9718,211.14305,reutlingen
2023-10-14,14.48975,12.9,25.63847,246.5981,reutlingen
2023-10-15,8.0335,1.6000001,17.727943,271.44876,reutlingen
2023-10-16,6.1251664,0.0,11.298495,66.65125,reutlingen
2023-10-17,5.5772495,0.0,8.766573,103.73632,reutlingen
2023-10-18,9.456417,0.70000005,9.3876505,184.21414,reutlingen
2023-10-19,15.131413,8.300001,16.981165,170.923,reutlingen
2023-10-20,14.108499,8.4,20.633371,189.122,reutlingen
2023-10-21,14.002252,0.2,23.686249,217.77815,reutlingen
2023-10-22,11.591832,0.0,20.774214,224.59532,reutlingen
2023-10-23,10.191834,0.1,9.0,93.576416,reutlingen
2023-10-24,11.591832,10.400002,12.979984,218.0766,reutlingen
2023-10-25,11.714749,0.8,29.168886,206.96648,reutlingen
2023-10-26,11.975167,4.8999996,20.883102,230.7003,reutlingen
2023-10-27,10.860583,4.4,25.161398,230.7675,reutlingen
2023-10-28,11.839749,0.6,25.071098,216.53378,reutlingen
2023-10-29,14.950168,0.1,23.188583,193.38933,reutlingen
2023-10-30,12.323085,10.9,19.969458,195.05551,reutlingen
2023-10-31,10.381417,3.4999998,21.41319,237.90599,reutlingen
2023-11-01,11.954334,0.0,19.681828,204.69594,reutlingen
2023-11-02,9.875167,4.1,27.595823,182.23317,reutlingen
2023-11-03,6.2939167,0.2,18.1041,229.75473,reutlingen
2023-11-04,8.0355835,3.8,32.83705,195.53542,reutlingen
2023-11-05,9.931417,6.299999,34.70407,226.8311,reutlingen
2023-11-06,9.516833,0.5,26.31942,231.43562,reutlingen
2023-11-07,7.510584,0.6,26.729847,227.75179,reutlingen
2023-11-08,7.5314155,0.0,24.20314,222.1211,reutlingen
2023-11-09,8.839749,0.90000004,23.0653,209.61757,reutlingen
2023-11-10,7.5397496,3.5999997,22.180206,225.36195,reutlingen
2023-11-11,5.618916,3.1999998,30.173496,243.56102,reutlingen
2023-11-12,5.210583,9.099998,16.1198,208.55132,reutlingen
2023-11-13,12.375167,16.800001,34.69847,231.4495,reutlingen
2023-11-14,10.904334,10.5,31.796375,233.6465,reutlingen
2023-11-15,8.798083,0.9000001,28.036118,247.05417,reutlingen
2023-11-16,7.687666,30.800001,17.58481,195.78355,reutlingen
2023-11-17,5.2272496,7.6999993,17.84816,265.22995,reutlingen
2023-11-18,6.2272506,1.4,22.26477,211.32004,reutlingen
2023-11-19,11.758499,8.700002,24.535526,237.9628,reutlingen
2023-11-20,9.466832,1.8,23.510508,234.90077,reutlingen
2023-11-21,7.3543334,3.3999999,16.704155,261.6342,reutlingen
2023-11-22,2.450167,1.9000002,16.071491,14.341666,reutlingen
2023-11-23,3.468917,0.0,22.17144,231.05992,reutlingen
2023-11-24,5.30225,7.099999,26.674032,264.32266,reutlingen
2023-11-25,1.7668334,4.8,26.729847,273.21704,reutlingen
2023-11-26,1.9834999,5.6,18.671474,245.9358,reutlingen
2023-11-27,2.7439165,6.2000003,23.47741,223.93677,reutlingen
2023-11-28,1.9084998,5.5,23.598541,275.3714,reutlingen
2023-11-29,0.40641674,0.0,18.289274,223.3457,reutlingen
2023-11-30,0.77933335,4.5,5.315336,99.61965,reutlingen
2023-12-01,0.7543332,15.700002,11.019764,27.255259,reutlingen
2023-12-02,-2.69775,5.100001,12.074766,345.80142,reutlingen
2023-12-03,-6.579001,0.0,8.4963045,200.05615,reutlingen
2023-12-04,-2.045667,1.1000001,14.84318,188.59372,reutlingen
2023-12-05,4.2084994,0.6,23.068108,217.43425,reutlingen
2023-12-06,2.4793327,0.90000004,17.313717,240.52689,reutlingen
2023-12-07,-0.6977499,0.0,8.714677,176.85196,reutlingen
2023-12-08,4.2085004,3.4999995,18.971008,215.94218,reutlingen
2023-12-09,6.237667,9.000001,29.68636,211.01962,reutlingen
2023-12-10,8.031417,7.1,28.112288,233.74205,reutlingen
2023-12-11,9.477249,5.5999994,29.68636,241.19124,reutlingen
2023-12-12,9.071,17.1,19.296135,218.43474,reutlingen
2023-12-13,7.3189178,2.9999998,17.49615,229.6598,reutlingen
2023-12-14,5.5751667,4.3,10.948973,266.28165,reutlingen
2023-12-15,4.418916,0.3,13.70839,235.49644,reutlingen
2023-12-16,2.1085002,0.0,7.9932976,199.41714,reutlingen
2023-12-17,1.8293332,0.0,10.086427,223.33754,reutlingen
2023-12-18,3.0480833,0.0,11.792404,221.49333,reutlingen
2023-12-19,4.45225,0.0,17.713316,231.51707,reutlingen
2023-12-20,4.610583,3.6,23.441502,242.80139,reutlingen
2023-12-21,7.027251,7.4,36.748222,243.91884,reutlingen
2023-12-22,6.5501657,10.599999,32.88635,263.37683,reutlingen
2023-12-23,6.070999,3.7999995,31.367548,239.84476,reutlingen
2023-12-24,8.325167,3.1,31.722925,235.66077,reutlingen
2023-12-25,9.139751,0.0,29.949316,239.40218,reutlingen
2023-12-26,7.741833,0.0,23.090569,236.61244,reutlingen
2023-12-27,7.273084,0.0,18.089775,207.75348,reutlingen
2023-12-28,8.958499,1.2,19.406637,223.66783,reutlingen
2023-12-29,9.2022505,0.0,28.36471,235.1306,reutlingen
2023-12-30,7.623083,0.0,21.659916,232.46443,reutlingen
2023-12-31,5.546,2.9999998,25.809765,210.26508,reutlingen
2024-01-01,5.2189164,0.0,27.06472,226.95145,reutlingen
2024-01-02,7.7522492,13.7,33.108257,223.51054,reutlingen
2024-01-03,8.8064165,6.499999,36.376038,234.93716,reutlingen
2024-01-04,6.5022507,4.7,28.220419,234.01437,reutlingen
2024-01-05,6.525167,0.6,13.584932,220.01749,reutlingen
2024-01-06,4.1855836,3.8000002,9.659814,309.10938,reutlingen
2024-01-07,1.0584998,4.7,18.581022,26.993881,reutlingen
2024-01-08,-2.8748333,0.2,19.8,47.18198,reutlingen
2024-01-09,-4.2185836,0.0,14.021525,55.220085,reutlingen
2024-01-10,-3.0373335,0.2,8.587338,49.528885,reutlingen
2024-01-11,-3.737334,0.0,9.422101,43.512257,reutlingen
2024-01-12,-3.9206665,0.0,7.69592,114.020256,reutlingen
2024-01-13,-3.7039998,0.0,13.783817,235.93378,reutlingen
2024-01-14,-1.3602501,0.0,19.137648,237.93161,reutlingen
2024-01-15,-1.4019169,1.0,22.077717,244.54297,reutlingen
2024-01-16,-2.6685836,0.0,15.03835,212.51915,reutlingen
2024-01-17,4.810583,9.9,25.1614,208.63809,reutlingen
2024-01-18,3.5043337,8.500001,23.950148,257.03546,reutlingen
2024-01-19,-2.504,0.1,7.9036193,290.74615,reutlingen
2024-01-20,-4.160249,0.0,4.3349743,193.39246,reutlingen
2024-01-21,0.6751666,0.0,16.79314,218.40611,reutlingen
2024-01-22,7.50225,7.7,31.470673,228.64264,reutlingen
2024-01-23,5.923083,2.6000004,26.368616,237.99461,reutlingen
2024-01-24,9.9730835,2.3999999,32.688713,240.83392,reutlingen
2024-01-25,7.6585007,1.7,15.778518,241.68782,reutlingen
2024-01-26,7.608499,3.1,25.11758,241.50444,reutlingen
2024-01-27,1.1168331,0.0,7.7879906,172.87505,reutlingen
2024-01-28,0.7147503,0.0,6.638072,186.5197,reutlingen
2024-01-29,3.4709997,0.0,10.97262,205.11476,reutlingen
2024-01-30,5.5314164,0.1,11.885453,222.89891,reutlingen
2024-01-31,6.1376667,0.0,16.595179,227.51527,reutlingen
2024-02-01,7.3334994,4.2,16.904673,244.49948,reutlingen
2024-02-02,6.6564164,0.1,21.178896,230.19447,reutlingen
2024-02-03,7.368916,0.0,19.483284,239.1609,reutlingen
2024-02-04,8.4314165,0.0,25.277023,243.15717,reutlingen
2024-02-05,7.4522495,0.0,22.392464,235.33463,reutlingen
2024-02-06,5.8439164,0.0,22.539564,236.86668,reutlingen
2024-02-07,8.36475,5.4000006,34.69847,233.71793,reutlingen
2024-02-08,10.2439165,4.899999,27.36947,226.47778,reutlingen
2024-02-09,10.579334,6.9,24.079666,201.02837,reutlingen
2024-02-10,8.843916,1.9000001,12.229406,192.26476,reutlingen
2024-02-11,6.9459996,8.400002,24.590923,240.0824,reutlingen
2024-02-12,6.216833,0.2,17.057314,239.89452,reutlingen
2024-02-13,4.6230836,0.0,14.118243,228.85138,reutlingen
2024-02-14,8.50225,0.6,24.703976,227.81233,reutlingen
2024-02-15,8.802251,0.0,9.0,193.44864,reutlingen
2024-02-16,10.745999,0.0,14.84318,226.0535,reutlingen
2024-02-17,9.4939165,4.6,11.480557,326.30988,reutlingen
2024-02-18,7.318917,2.9,19.228851,237.79166,reutlingen
2024-02-19,8.37725,5.6999993,21.603,254.40584,reutlingen
2024-02-20,6.2022495,2.1999998,14.003029,251.29109,reutlingen
2024-02-21,8.5564165,0.6,19.161337,215.49428,reutlingen
2024-02-22,9.468916,16.2,35.756172,220.0822,reutlingen
2024-02-23,5.1189165,2.7,28.162954,217.20232,reutlingen
2024-02-24,4.462667,0.0,23.277834,214.95975,reutlingen
2024-02-25,5.4710007,0.4,14.182355,181.70572,reutlingen
2024-02-26,7.471,2.1000001,11.298495,76.902954,reutlingen
2024-02-27,6.6335006,0.1,17.057314,32.64239,reutlingen
2024-02-28,5.418916,0.1,7.289445,38.945835,reutlingen
2024-02-29,3.9355838,0.0,9.0,168.21182,reutlingen
2024-03-01,5.5626664,2.7999997,11.841756,209.8656,reutlingen
2024-03-02,8.041832,0.0,14.654254,147.17548,reutlingen
2024-03-03,8.18975,0.0,12.904882,155.55606,reutlingen
2024-03-04,7.439749,0.5,14.05845,246.8895,reutlingen
2024-03-05,6.679333,1.6000001,16.73516,256.9081,reutlingen
2024-03-06,5.2147503,14.400001,12.72283,326.89456,reutlingen
2024-03-07,4.375167,0.2,10.538843,60.303455,reutlingen
2024-03-08,4.1043334,0.0,11.013882,71.727264,reutlingen
2024-03-09,8.185584,0.0,11.212135,124.38724,reutlingen
2024-03-10,8.729333,8.200001,24.826954,209.69905,reutlingen
2024-03-11,7.1668334,0.9,17.884428,223.10045,reutlingen
2024-03-12,6.610583,3.6000001,18.998314,233.82918,reutlingen
2024-03-13,8.200166,11.3,16.548256,223.51602,reutlingen
2024-03-14,10.231417,0.0,11.019764,226.09113,reutlingen
2024-03-15,12.125165,1.0,23.688984,234.723,reutlingen
2024-03-16,9.821,2.8,23.664352,243.32999,reutlingen
2024-03-17,8.971,0.6,10.538843,233.28311,reutlingen
2024-03-18,9.302251,4.1999993,9.1641035,235.40047,reutlingen
2024-03-19,9.141832,0.1,8.825508,189.63733,reutlingen
2024-03-20,10.177251,0.0,8.707238,207.14952,reutlingen
2024-03-21,11.710584,0.8,20.211363,261.8092,reutlingen
2024-03-22,11.737666,0.0,13.708391,227.59941,reutlingen
2024-03-23,7.93975,2.9000003,26.700743,249.52116,reutlingen
2024-03-24,4.31475,3.8,30.351225,243.98451,reutlingen
2024-03-25,5.887666,0.0,16.641972,175.8625,reutlingen
2024-03-26,8.291833,0.0,10.883676,152.7698,reutlingen
